label,champion_name,ranking_tier,ranking_code,ranking_faction_code,ranking_faction_name,ranking_rarity_code,ranking_rarity_name,ranking_role_code,ranking_role_name,ranking_affinity_code,ranking_affinity_name,ranking_order,ranking_index_url,source_url,source_image_url,raw_page_path,raw_image_path,processed_image_path,debug_image_path,crop_box,image_width,image_height
cheshire_cat,Cheshire Cat,A,DS-LAS,DS,Demonspawn,L,Legendary,A,Attack,S,Spirit,148,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cheshire-cat-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cheshire_Cat.jpg,data/raw/pages/raid_shadow_legends_cheshire_cat_skill_mastery_equip_guide.html,data/raw/images/cheshire_cat_53888cb1ac.jpg,data/processed/icons/cheshire_cat.png,data/processed/debug/cheshire_cat_crop_debug.jpg,"14,378,197,532",48,64
chevalier,Chevalier,B,BL-RDV,BL,Banner Lords,R,Rare,D,Defense,V,Void,726,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-chevalier-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Chevalier.jpg,data/raw/pages/raid_shadow_legends_chevalier_skill_mastery_equip_guide.html,data/raw/images/chevalier_9a7979a61d.jpg,data/processed/icons/chevalier.png,data/processed/debug/chevalier_crop_debug.jpg,"14,378,197,532",48,64
chonoru,Chonoru,C,SK-EAS,SK,Shadowkin,E,Epic,A,Attack,S,Spirit,649,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-chonoru-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Chonoru.jpg,data/raw/pages/raid_shadow_legends_chonoru_skill_mastery_equip_guide.html,data/raw/images/chonoru_1cd4cdca01.jpg,data/processed/icons/chonoru.png,data/processed/debug/chonoru_crop_debug.jpg,"14,378,197,532",48,64
chopper,Chopper,C,OR-RAM,OR,Orcs,R,Rare,A,Attack,M,Magic,793,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-chopper-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Chopper.jpg,data/raw/pages/raid_shadow_legends_chopper_skill_mastery_equip_guide.html,data/raw/images/chopper_b53ebce4fe.jpg,data/processed/icons/chopper.png,data/processed/debug/chopper_crop_debug.jpg,"14,378,197,532",48,64
chronicler_adelyn,Chronicler Adelyn,B,BL-LSF,BL,Banner Lords,L,Legendary,S,Support,F,Force,305,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-chronicler-adelyn-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Chronicler_Adelyn.jpg,data/raw/pages/raid_shadow_legends_chronicler_adelyn_skill_mastery_equip_guide.html,data/raw/images/chronicler_adelyn_54a83c9f8a.jpg,data/processed/icons/chronicler_adelyn.png,data/processed/debug/chronicler_adelyn_crop_debug.jpg,"14,378,197,532",48,64
cillian_the_lucky,Cillian the Lucky,A,BL-LAM,BL,Banner Lords,L,Legendary,A,Attack,M,Magic,149,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cillian-the-lucky-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cillian_the_Lucky.jpg,data/raw/pages/raid_shadow_legends_cillian_the_lucky_skill_mastery_equip_guide.html,data/raw/images/cillian_the_lucky_c6a56c9d97.jpg,data/processed/icons/cillian_the_lucky.png,data/processed/debug/cillian_the_lucky_crop_debug.jpg,"14,378,197,532",48,64
cinda_forgeheart,Cinda Forgeheart,A,DW-MAF,DW,Dwarves,M,Mythical,A,Attack,F,Force,23,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cinda-forgeheart-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cinda_Forgeheart.jpg,data/raw/pages/raid_shadow_legends_cinda_forgeheart_skill_mastery_equip_guide.html,data/raw/images/cinda_forgeheart_8e394e5477.jpg,data/processed/icons/cinda_forgeheart.png,data/processed/debug/cinda_forgeheart_crop_debug.jpg,"14,378,197,532",48,64
claidna,Claidna,A,SY-LHV,SY,Sylvan Watchers,L,Legendary,H,HP,V,Void,150,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-claidna-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Claidna.jpg,data/raw/pages/raid_shadow_legends_claidna_skill_mastery_equip_guide.html,data/raw/images/claidna_63b22e72ff.jpg,data/processed/icons/claidna.png,data/processed/debug/claidna_crop_debug.jpg,"14,378,197,532",48,64
cleopterix,Cleopterix,B,SW-LAS,SW,Skinwalkers,L,Legendary,A,Attack,S,Spirit,306,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cleopterix-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cleopterix.jpg,data/raw/pages/raid_shadow_legends_cleopterix_skill_mastery_equip_guide.html,data/raw/images/cleopterix_62ea427ae7.jpg,data/processed/icons/cleopterix.png,data/processed/debug/cleopterix_crop_debug.jpg,"14,378,197,532",48,64
coffin_smasher,Coffin Smasher,B,KR-RHM,KR,Knights Revenant,R,Rare,H,HP,M,Magic,727,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-coffin-smasher-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Coffin_Smasher.jpg,data/raw/pages/raid_shadow_legends_coffin_smasher_skill_mastery_equip_guide.html,data/raw/images/coffin_smasher_2f56237b5d.jpg,data/processed/icons/coffin_smasher.png,data/processed/debug/coffin_smasher_crop_debug.jpg,"14,378,197,532",48,64
coldheart,Coldheart,S,DE-RAV,DE,Dark Elves,R,Rare,A,Attack,V,Void,703,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-coldheart-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Coldheart.jpg,data/raw/pages/raid_shadow_legends_coldheart_skill_mastery_equip_guide.html,data/raw/images/coldheart_d7aae32da5.jpg,data/processed/icons/coldheart.png,data/processed/debug/coldheart_crop_debug.jpg,"14,378,197,532",48,64
commander,Commander,A,BL-USF,BL,Banner Lords,U,Uncommon,S,Support,F,Force,942,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-commander-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Commander.jpg,data/raw/pages/raid_shadow_legends_commander_skill_mastery_equip_guide.html,data/raw/images/commander_b8cbc9e4a1.jpg,data/processed/icons/commander.png,data/processed/debug/commander_crop_debug.jpg,"14,378,197,532",48,64
conellia,Conellia,B,DW-ESM,DW,Dwarves,E,Epic,S,Support,M,Magic,514,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-conellia-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Conellia.jpg,data/raw/pages/raid_shadow_legends_conellia_skill_mastery_equip_guide.html,data/raw/images/conellia_07fe5a3965.jpg,data/processed/icons/conellia.png,data/processed/debug/conellia_crop_debug.jpg,"14,378,197,532",48,64
confessor,Confessor,C,SO-RAV,SO,The Sacred Order,R,Rare,A,Attack,V,Void,794,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-confessor-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Confessor.jpg,data/raw/pages/raid_shadow_legends_confessor_skill_mastery_equip_guide.html,data/raw/images/confessor_daf5fa8833.jpg,data/processed/icons/confessor.png,data/processed/debug/confessor_crop_debug.jpg,"14,378,197,532",48,64
conquerer,Conquerer,B,BL-RAS,BL,Banner Lords,R,Rare,A,Attack,S,Spirit,728,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-conquerer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Conquerer.jpg,data/raw/pages/raid_shadow_legends_conquerer_skill_mastery_equip_guide.html,data/raw/images/conquerer_e7b1ce2b29.jpg,data/processed/icons/conquerer.png,data/processed/debug/conquerer_crop_debug.jpg,"14,378,197,532",48,64
conscript,Conscript,C,SK-UAS,SK,Shadowkin,U,Uncommon,A,Attack,S,Spirit,967,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-conscript-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Conscript.jpg,data/raw/pages/raid_shadow_legends_conscript_skill_mastery_equip_guide.html,data/raw/images/conscript_4cfd5255e1.jpg,data/processed/icons/conscript.png,data/processed/debug/conscript_crop_debug.jpg,"14,378,197,532",48,64
cormac_the_highpeak,Cormac the Highpeak,C,SY-EAM,SY,Sylvan Watchers,E,Epic,A,Attack,M,Magic,650,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cormac-the-highpeak-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cormac_the_Highpeak.jpg,data/raw/pages/raid_shadow_legends_cormac_the_highpeak_skill_mastery_equip_guide.html,data/raw/images/cormac_the_highpeak_2aff03ae48.jpg,data/processed/icons/cormac_the_highpeak.png,data/processed/debug/cormac_the_highpeak_crop_debug.jpg,"14,378,197,532",48,64
corpse_collector,Corpse Collector,B,UH-ESF,UH,Undead Hordes,E,Epic,S,Support,F,Force,515,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-corpse-collector-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Corpse_Collector.jpg,data/raw/pages/raid_shadow_legends_corpse_collector_skill_mastery_equip_guide.html,data/raw/images/corpse_collector_a83d0200c3.jpg,data/processed/icons/corpse_collector.png,data/processed/debug/corpse_collector_crop_debug.jpg,"14,378,197,532",48,64
corpulent_cadaver,Corpulent Cadaver,C,UH-RHS,UH,Undead Hordes,R,Rare,H,HP,S,Spirit,795,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-corpulent-cadaver-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Corpulent_Cadaver.jpg,data/raw/pages/raid_shadow_legends_corpulent_cadaver_skill_mastery_equip_guide.html,data/raw/images/corpulent_cadaver_8c1db2c592.jpg,data/processed/icons/corpulent_cadaver.png,data/processed/debug/corpulent_cadaver_crop_debug.jpg,"14,378,197,532",48,64
corvis_the_corruptor,Corvis the Corruptor,A,SO-LDM,SO,The Sacred Order,L,Legendary,D,Defense,M,Magic,151,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-corvis-the-corruptor-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Corvis_the_Corruptor.jpg,data/raw/pages/raid_shadow_legends_corvis_the_corruptor_skill_mastery_equip_guide.html,data/raw/images/corvis_the_corruptor_3926ef665a.jpg,data/processed/icons/corvis_the_corruptor.png,data/processed/debug/corvis_the_corruptor_crop_debug.jpg,"14,378,197,532",48,64
countess_lix,Countess Lix,A,DS-LAM,DS,Demonspawn,L,Legendary,A,Attack,M,Magic,152,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-countess-lix-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Countess_Lix.jpg,data/raw/pages/raid_shadow_legends_countess_lix_skill_mastery_equip_guide.html,data/raw/images/countess_lix_215b8a362f.jpg,data/processed/icons/countess_lix.png,data/processed/debug/countess_lix_crop_debug.jpg,"14,378,197,532",48,64
courtier,Courtier,C,BL-RAF,BL,Banner Lords,R,Rare,A,Attack,F,Force,796,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-courtier-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Courtier.jpg,data/raw/pages/raid_shadow_legends_courtier_skill_mastery_equip_guide.html,data/raw/images/courtier_64e82ca063.jpg,data/processed/icons/courtier.png,data/processed/debug/courtier_crop_debug.jpg,"14,378,197,532",48,64
craklin_the_blackened,Craklin the Blackened,B,OT-LSF,OT,Ogryn Tribes,L,Legendary,S,Support,F,Force,307,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-craklin-the-blackened-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Craklin_the_Blackened.jpg,data/raw/pages/raid_shadow_legends_craklin_the_blackened_skill_mastery_equip_guide.html,data/raw/images/craklin_the_blackened_025871c4ce.jpg,data/processed/icons/craklin_the_blackened.png,data/processed/debug/craklin_the_blackened_crop_debug.jpg,"14,378,197,532",48,64
crimson_helm,Crimson Helm,B,DE-EDS,DE,Dark Elves,E,Epic,D,Defense,S,Spirit,516,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crimson-helm-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crimson_Helm.jpg,data/raw/pages/raid_shadow_legends_crimson_helm_skill_mastery_equip_guide.html,data/raw/images/crimson_helm_b49b78690c.jpg,data/processed/icons/crimson_helm.png,data/processed/debug/crimson_helm_crop_debug.jpg,"14,378,197,532",48,64
crimson_pegason,Crimson Pegason,C,AR-RHF,AR,Argonites,R,Rare,H,HP,F,Force,797,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crimson-pegason-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crimson_Pegason.jpg,data/raw/pages/raid_shadow_legends_crimson_pegason_skill_mastery_equip_guide.html,data/raw/images/crimson_pegason_1f14cbe65c.jpg,data/processed/icons/crimson_pegason.png,data/processed/debug/crimson_pegason_crop_debug.jpg,"14,378,197,532",48,64
crimson_slayer,Crimson Slayer,B,KR-RAS,KR,Knights Revenant,R,Rare,A,Attack,S,Spirit,729,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crimson-slayer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crimson_Slayer.jpg,data/raw/pages/raid_shadow_legends_crimson_slayer_skill_mastery_equip_guide.html,data/raw/images/crimson_slayer_306e99c5fa.jpg,data/processed/icons/crimson_slayer.png,data/processed/debug/crimson_slayer_crop_debug.jpg,"14,378,197,532",48,64
criodan_the_blue,Criodan the Blue,A,SY-ESM,SY,Sylvan Watchers,E,Epic,S,Support,M,Magic,440,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-criodan-the-blue-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Criodan_the_Blue.jpg,data/raw/pages/raid_shadow_legends_criodan_the_blue_skill_mastery_equip_guide.html,data/raw/images/criodan_the_blue_cdf334ea58.jpg,data/processed/icons/criodan_the_blue.png,data/processed/debug/criodan_the_blue_crop_debug.jpg,"14,378,197,532",48,64
crohnam,Crohnam,B,BA-LAM,BA,Barbarians,L,Legendary,A,Attack,M,Magic,308,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crohnam-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crohnam.jpg,data/raw/pages/raid_shadow_legends_crohnam_skill_mastery_equip_guide.html,data/raw/images/crohnam_436683141d.jpg,data/processed/icons/crohnam.png,data/processed/debug/crohnam_crop_debug.jpg,"14,378,197,532",48,64
cromax_moonblood,Cromax Moonblood,C,DE-LDF,DE,Dark Elves,L,Legendary,D,Defense,F,Force,402,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cromax-moonblood-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cromax_Moonblood.jpg,data/raw/pages/raid_shadow_legends_cromax_moonblood_skill_mastery_equip_guide.html,data/raw/images/cromax_moonblood_9429967e25.jpg,data/processed/icons/cromax_moonblood.png,data/processed/debug/cromax_moonblood_crop_debug.jpg,"14,378,197,532",48,64
crossbowman,Crossbowman,F,BL-RAM,BL,Banner Lords,R,Rare,A,Attack,M,Magic,883,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crossbowman-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crossbowman.jpg,data/raw/pages/raid_shadow_legends_crossbowman_skill_mastery_equip_guide.html,data/raw/images/crossbowman_84fe20a884.jpg,data/processed/icons/crossbowman.png,data/processed/debug/crossbowman_crop_debug.jpg,"14,378,197,532",48,64
cruetraxa,Cruetraxa,S,DS-LAV,DS,Demonspawn,L,Legendary,A,Attack,V,Void,50,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cruetraxa-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cruetraxa.jpg,data/raw/pages/raid_shadow_legends_cruetraxa_skill_mastery_equip_guide.html,data/raw/images/cruetraxa_8951c50fab.jpg,data/processed/icons/cruetraxa.png,data/processed/debug/cruetraxa_crop_debug.jpg,"14,378,197,532",48,64
crusader,Crusader,B,SO-UAF,SO,The Sacred Order,U,Uncommon,A,Attack,F,Force,951,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crusader-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crusader.jpg,data/raw/pages/raid_shadow_legends_crusader_skill_mastery_equip_guide.html,data/raw/images/crusader_90754cffef.jpg,data/processed/icons/crusader.png,data/processed/debug/crusader_crop_debug.jpg,"14,378,197,532",48,64
crusher,Crusher,C,BA-UDS,BA,Barbarians,U,Uncommon,D,Defense,S,Spirit,968,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crusher-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crusher.jpg,data/raw/pages/raid_shadow_legends_crusher_skill_mastery_equip_guide.html,data/raw/images/crusher_182368ee39.jpg,data/processed/icons/crusher.png,data/processed/debug/crusher_crop_debug.jpg,"14,378,197,532",48,64
crypt_king_graal,Crypt-King Graal,B,UH-LSM,UH,Undead Hordes,L,Legendary,S,Support,M,Magic,309,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crypt-king-graal-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crypt_King_Graal.jpg,data/raw/pages/raid_shadow_legends_crypt_king_graal_skill_mastery_equip_guide.html,data/raw/images/crypt_king_graal_1373b694ad.jpg,data/processed/icons/crypt_king_graal.png,data/processed/debug/crypt_king_graal_crop_debug.jpg,"14,378,197,532",48,64
crypt_witch,Crypt Witch,B,KR-EAM,KR,Knights Revenant,E,Epic,A,Attack,M,Magic,517,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-crypt-witch-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Crypt_Witch.jpg,data/raw/pages/raid_shadow_legends_crypt_witch_skill_mastery_equip_guide.html,data/raw/images/crypt_witch_f8cbfa786a.jpg,data/processed/icons/crypt_witch.png,data/processed/debug/crypt_witch_crop_debug.jpg,"14,378,197,532",48,64
cudgeler,Cudgeler,C,DW-RAM,DW,Dwarves,R,Rare,A,Attack,M,Magic,798,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cudgeler-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cudgeler.jpg,data/raw/pages/raid_shadow_legends_cudgeler_skill_mastery_equip_guide.html,data/raw/images/cudgeler_c6e3c4724b.jpg,data/processed/icons/cudgeler.png,data/processed/debug/cudgeler_crop_debug.jpg,"14,378,197,532",48,64
cultist,Cultist,F,KR-UAF,KR,Knights Revenant,U,Uncommon,A,Attack,F,Force,984,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cultist-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cultist.jpg,data/raw/pages/raid_shadow_legends_cultist_skill_mastery_equip_guide.html,data/raw/images/cultist_0cee8db8a4.jpg,data/processed/icons/cultist.png,data/processed/debug/cultist_crop_debug.jpg,"14,378,197,532",48,64
cupidus,Cupidus,A,SO-LAS,SO,The Sacred Order,L,Legendary,A,Attack,S,Spirit,153,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-cupidus-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Cupidus.jpg,data/raw/pages/raid_shadow_legends_cupidus_skill_mastery_equip_guide.html,data/raw/images/cupidus_8131300a91.jpg,data/processed/icons/cupidus.png,data/processed/debug/cupidus_crop_debug.jpg,"14,378,197,532",48,64
dagger,Dagger,B,BL-RAV,BL,Banner Lords,R,Rare,A,Attack,V,Void,730,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dagger-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dagger.jpg,data/raw/pages/raid_shadow_legends_dagger_skill_mastery_equip_guide.html,data/raw/images/dagger_f0b909f6d3.jpg,data/processed/icons/dagger.png,data/processed/debug/dagger_crop_debug.jpg,"14,378,197,532",48,64
danag_skullreap,Danag Skullreap,B,OR-LAM,OR,Orcs,L,Legendary,A,Attack,M,Magic,310,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-danag-skullreap-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Danag_Skullreap.jpg,data/raw/pages/raid_shadow_legends_danag_skullreap_skill_mastery_equip_guide.html,data/raw/images/danag_skullreap_715b48cb05.jpg,data/processed/icons/danag_skullreap.png,data/processed/debug/danag_skullreap_crop_debug.jpg,"14,378,197,532",48,64
dark_athel,Dark Athel,B,UH-EAM,UH,Undead Hordes,E,Epic,A,Attack,M,Magic,518,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dark-athel-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dark_Athel.jpg,data/raw/pages/raid_shadow_legends_dark_athel_skill_mastery_equip_guide.html,data/raw/images/dark_athel_a37758b422.jpg,data/processed/icons/dark_athel.png,data/processed/debug/dark_athel_crop_debug.jpg,"14,378,197,532",48,64
dark_elhain,Dark Elhain,B,UH-EAM,UH,Undead Hordes,E,Epic,A,Attack,M,Magic,519,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dark-elhain-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dark_Elhain.jpg,data/raw/pages/raid_shadow_legends_dark_elhain_skill_mastery_equip_guide.html,data/raw/images/dark_elhain_c0d9671f68.jpg,data/processed/icons/dark_elhain.png,data/processed/debug/dark_elhain_crop_debug.jpg,"14,378,197,532",48,64
dark_kael,Dark Kael,S,DE-EAM,DE,Dark Elves,E,Epic,A,Attack,M,Magic,413,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dark-kael-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dark_Kael.jpg,data/raw/pages/raid_shadow_legends_dark_kael_skill_mastery_equip_guide.html,data/raw/images/dark_kael_d592d33bf0.jpg,data/processed/icons/dark_kael.png,data/processed/debug/dark_kael_crop_debug.jpg,"14,378,197,532",48,64
dawncaller_sabitha,Dawncaller Sabitha,A,KR-ESV,KR,Knights Revenant,E,Epic,S,Support,V,Void,441,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dawncaller-sabitha-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dawncaller_Sabitha.jpg,data/raw/pages/raid_shadow_legends_dawncaller_sabitha_skill_mastery_equip_guide.html,data/raw/images/dawncaller_sabitha_07b0907ed3.jpg,data/processed/icons/dawncaller_sabitha.png,data/processed/debug/dawncaller_sabitha_crop_debug.jpg,"14,378,197,532",48,64
daywalker,Daywalker,C,KR-RHV,KR,Knights Revenant,R,Rare,H,HP,V,Void,799,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-daywalker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Daywalker.jpg,data/raw/pages/raid_shadow_legends_daywalker_skill_mastery_equip_guide.html,data/raw/images/daywalker_f33e4338a1.jpg,data/processed/icons/daywalker.png,data/processed/debug/daywalker_crop_debug.jpg,"14,378,197,532",48,64
deacon_armstrong,Deacon Armstrong,S,SO-ESS,SO,The Sacred Order,E,Epic,S,Support,S,Spirit,414,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-deacon-armstrong-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Deacon_Armstrong.jpg,data/raw/pages/raid_shadow_legends_deacon_armstrong_skill_mastery_equip_guide.html,data/raw/images/deacon_armstrong_79e22983c4.jpg,data/processed/icons/deacon_armstrong.png,data/processed/debug/deacon_armstrong_crop_debug.jpg,"14,378,197,532",48,64
dead_crusader,Dead Crusader,F,UH-UDF,UH,Undead Hordes,U,Uncommon,D,Defense,F,Force,985,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dead-crusader-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dead_Crusader.jpg,data/raw/pages/raid_shadow_legends_dead_crusader_skill_mastery_equip_guide.html,data/raw/images/dead_crusader_ea8f0bb879.jpg,data/processed/icons/dead_crusader.png,data/processed/debug/dead_crusader_crop_debug.jpg,"14,378,197,532",48,64
death_hound,Death Hound,S,UH-CAM,UH,Undead Hordes,C,Common,A,Attack,M,Magic,1002,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-death-hound-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Death_Hound.jpg,data/raw/pages/raid_shadow_legends_death_hound_skill_mastery_equip_guide.html,data/raw/images/death_hound_036401bac8.jpg,data/processed/icons/death_hound.png,data/processed/debug/death_hound_crop_debug.jpg,"14,378,197,532",48,64
